user,ordernum,orderstatus,channel,date_ordered,age,gender,ordertotal,state
8b2d3,3a334,finished,google,2/12/2019,38,Female,95.46,LA
be38c,3a469,finished,social,4/20/2019,40,Female,95.36,NJ
d72c3,3a47a,finished,direct,5/12/2019,27,Male,79.92,LA
8e46b,3a5d0,finished,social,4/3/2019,37,Female,78.2,CA
99a2f,3a64d,finished,others,5/6/2019,35,Male,73.6,CA
1d5a7,3a699,finished,google,1/21/2019,43,Female,57.34,GA
2bb60,3a854,cancelled,social,3/10/2019,57,Male,81.76,OK
6ab8e,3a912,finished,google,4/16/2019,30,Male,112.32,TN
ef496,3a915,finished,others,4/14/2019,50,Female,78.2,CA
c0f76,3a9d8,finished,google,3/9/2019,54,Male,86.01,TN
ea564,3aa50,finished,direct,3/25/2019,35,Male,69,CA
c9ec1,3ac32,finished,google,4/14/2019,19,Male,81.74,GA
978ae,3ac8b,finished,google,1/21/2019,56,Female,66.27,TN
ce46d,3ad61,finished,social,4/27/2019,24,Female,83.82,TX
53be4,3ad62,finished,direct,3/14/2019,24,Female,80.3,OK
f3e16,3ae19,finished,others,4/21/2019,36,Female,68.62,OK
c033c,3aed2,finished,direct,3/9/2019,39,Male,76.56,FL
13440,3afbd,cancelled,social,4/27/2019,56,Male,89.06,OK
2f2f6,3afde,finished,google,1/20/2019,56,Male,101.52,TN
ae1b9,3afe1,finished,direct,2/12/2019,56,Male,69.02,NM
1cbd0,3b033,finished,social,4/10/2019,47,Male,61.05,LA
c6388,3b14d,finished,direct,5/11/2019,42,Female,105.12,OK
509da,3b173,finished,direct,3/21/2019,31,Male,73.2,GA
bfe6c,3b238,finished,direct,3/17/2019,33,Male,62.16,LA
87a63,3b2cb,finished,direct,3/15/2019,52,Male,89.4,NJ
435d7,3b2e3,cancelled,direct,4/29/2019,26,Male,66.64,NM
c5b1f,3b4dc,finished,direct,3/10/2019,54,Female,74.5,NJ
f29c5,3b552,finished,social,4/30/2019,49,Male,71.98,GA
f315b,3b727,cancelled,direct,1/14/2019,31,Male,59.5,NM
1.7E+28,3b82f,finished,direct,2/1/2019,33,Female,81.95,NJ
811ce,3b93c,cancelled,google,5/7/2019,25,Female,84.6,TN
a1d0c,3b943,cancelled,others,12/7/2018,47,Female,86.42,NJ
e6dc6,3b9c4,finished,direct,3/17/2019,25,Male,112.32,TN
5f5d3,3bd1e,finished,others,3/8/2019,27,Male,77.05,CA
fa72f,3bd93,cancelled,others,3/13/2019,41,Male,87.91,NJ
c6f96,3bdc2,finished,social,12/18/2018,24,Female,66.6,LA
7bbf3,3bedc,finished,others,3/27/2019,42,Female,62.16,LA
a01c1,3bfde,cancelled,google,5/6/2019,54,Male,75.48,LA
ddc7a,3c01c,cancelled,google,4/28/2019,27,Male,63.5,TX
1977c,3c436,cancelled,google,4/22/2019,41,Male,89.06,OK
d820a,3c480,finished,social,4/3/2019,28,Male,85.8,TN
3d9d2,3c949,finished,google,4/28/2019,46,Male,79.92,LA
e9146,3c9ee,finished,google,5/6/2019,34,Female,72.6,FL
baefb,3cc3a,finished,direct,3/13/2019,41,Male,64.38,LA
6fe0c,3ce64,finished,direct,1/19/2019,24,Female,68.62,OK
71524,3ceff,finished,social,4/16/2019,39,Male,109.22,TX
3cfa3,3d092,finished,direct,3/3/2019,37,Male,78.08,GA
4569d,3d47d,finished,others,2/1/2019,54,Male,101.52,TN
1ff04,3d49c,cancelled,social,5/16/2019,36,Female,57.5,CA
4bb08,3d53e,finished,direct,1/21/2019,57,Male,101.52,TN
1e77f,3d6cb,finished,direct,1/31/2019,51,Male,71.12,TX
b6807,3d6db,finished,others,2/20/2019,55,Female,70.03,NJ
a4357,3d7f9,finished,direct,3/6/2019,51,Female,113.88,OK
9E+27,3d82c,finished,google,4/1/2019,52,Male,84.6,TN
63c77,3d8d7,finished,others,5/12/2019,50,Female,92.82,NM
cfbce,3d8e4,finished,social,5/2/2019,19,Male,89.7,CA
ba0e6,3da3d,finished,social,3/10/2019,25,Male,64.38,LA
80a73,3da93,finished,direct,3/24/2019,36,Male,109.22,TX
d4045,3ddcf,finished,social,5/4/2019,33,Female,70.03,NJ
1edee,3dedf,finished,social,5/12/2019,44,Female,61.05,LA
d37f8,3df09,finished,social,4/6/2019,50,Female,86.42,NJ
0343b,3df28,finished,direct,4/27/2019,35,Male,72.6,FL
4cebd,3dfa1,finished,google,4/14/2019,35,Female,95.04,FL
17628,30000,finished,direct,3/18/2019,39,Male,55.5,LA
c9421,3E+17,finished,google,3/20/2019,21,Male,57.5,CA
bd662,3e1d5,finished,social,3/5/2019,33,Male,85.68,NM
3ba96,3e25a,finished,google,3/24/2019,19,Male,57.5,CA
650a8,3e2c5,finished,google,5/3/2019,25,Male,54.05,CA
e0176,3e342,finished,google,1/24/2019,31,Male,81.95,NJ
6fcb5,3e35f,finished,google,5/3/2019,33,Female,109.98,TN
4ba1c,3e381,finished,google,2/3/2019,53,Male,85.68,NM
784bc,3e3ab,finished,direct,12/26/2018,50,Female,80.92,NM
25de1,3e649,finished,direct,4/29/2019,50,Female,65.45,NM
fe95e,3e65d,finished,direct,3/22/2019,31,Female,73.92,FL
d87ae,3e944,cancelled,others,4/21/2019,34,Female,73.66,TX
2d47a,3ea3b,finished,google,5/6/2019,42,Male,95.88,TN
dd2e2,3ec65,finished,direct,3/17/2019,49,Female,94.47,TN
cba01,3ec8f,finished,direct,2/10/2019,19,Male,102.34,NM
bf740,3ed2b,finished,direct,3/8/2019,50,Female,81.95,NJ
28436,3ed48,finished,social,5/1/2019,42,Male,69,CA
b5dc5,3efd4,finished,social,5/6/2019,55,Female,64.4,CA
d0506,3f008,finished,others,3/28/2019,38,Female,73,OK
a2876,3f027,finished,social,5/13/2019,48,Female,97.82,OK
85b61,3f111,finished,direct,4/16/2019,40,Female,52.17,LA
9131,3f1e6,finished,others,3/22/2019,42,Female,95.16,GA
1ac27,3f281,cancelled,google,1/16/2019,25,Female,66,FL
bac8e,3f360,finished,direct,3/27/2019,25,Male,74.5,NJ
cce08,3f367,finished,social,4/20/2019,52,Female,92.82,NM
70ee2,3f434,finished,social,3/15/2019,25,Female,86.42,NJ
ae789,3f4f8,finished,direct,3/22/2019,34,Male,61,GA
82ab6,3f5b7,finished,social,4/22/2019,36,Female,70.21,NM
c2eb4,3f5ca,finished,google,12/17/2018,22,Female,92.04,TN
601d2,3f66c,finished,direct,1/12/2019,29,Male,66.7,CA
d9f09,3f67c,finished,direct,2/24/2019,45,Male,98.34,NJ
6ebc3,3f696,cancelled,google,4/15/2019,31,Female,90.89,NJ
e0806,3f7e9,finished,direct,2/25/2019,58,Male,79.2,FL
b2867,3f7f1,finished,others,3/7/2019,56,Female,77.88,FL
24652,3f8dc,cancelled,direct,1/24/2019,55,Male,72.59,NM
ee4c8,3f935,finished,direct,3/7/2019,49,Female,93.6,TN
d634b,3fa0c,cancelled,google,5/13/2019,35,Female,72.6,FL
fca45,3fa35,finished,social,3/7/2019,40,Male,94.47,TN
8f61c,3fa7b,finished,direct,1/17/2019,34,Male,84.48,FL
8f151,3faf2,finished,direct,1/22/2019,51,Male,62.04,FL
16dd7,3fb45,finished,google,2/22/2019,37,Female,75.9,CA
e8283,3fd08,finished,social,4/12/2019,53,Female,106.08,TN
62fb5,38386,finished,direct,2/2/2019,49,Female,113.52,FL
3eda6,3fee8,finished,google,2/16/2019,49,Female,62.16,LA
e047e,3fffa,finished,others,11/27/2018,50,Female,86.58,LA
39eee,4010a,finished,social,4/21/2019,36,Male,83.44,NJ
bac8e,4011d,finished,others,2/24/2019,25,Male,74.5,NJ
d6485,40276,finished,google,1/26/2019,36,Female,68.32,GA
12abc,404fb,finished,social,4/12/2019,45,Female,68.62,OK
aa637,404ff,finished,google,1/21/2019,29,Male,102.96,TN
2a58f,4057c,finished,google,4/23/2019,29,Male,116.22,NJ
b06db,4063c,finished,direct,1/2/2019,21,Male,79.92,LA
68f10,406b3,finished,google,4/7/2019,25,Male,70.76,GA
b4a0f,406eb,finished,social,4/19/2019,52,Male,77.55,TN
6a4c5,40753,finished,direct,1/25/2019,25,Female,99.83,NJ
1c734,40933,finished,social,4/12/2019,39,Male,89.76,FL
5e893,40984,finished,google,2/26/2019,43,Male,70.15,CA
103a5,40d80,finished,google,5/7/2019,37,Male,59.69,TX
00c93,4E+21,finished,others,3/27/2019,52,Male,67.1,GA
bfda7,40f4a,finished,google,3/24/2019,52,Female,77.05,CA
ef31d,4100e,finished,direct,12/22/2018,42,Male,74.93,TX
e545d,41086,finished,google,3/21/2019,42,Male,95.46,LA
c4f2f,41123,finished,google,4/28/2019,54,Female,84.48,FL
8280,41188,finished,direct,2/25/2019,45,Male,67.85,CA
13835,412db,finished,google,4/25/2019,28,Male,79.73,NM
07d82,412dd,finished,direct,4/27/2019,37,Male,121.26,TN
61bbe,41308,finished,others,4/1/2019,51,Female,102.96,FL
d3969,41415,finished,others,4/17/2019,51,Male,68.62,OK
ec946,414d8,finished,direct,2/16/2019,32,Male,99.84,TN
cec42,414ed,finished,direct,2/13/2019,28,Female,89.76,FL
5f168,4179b,finished,direct,4/21/2019,51,Male,84.68,OK
1be6d,41871,finished,others,5/14/2019,43,Female,71.98,GA
94c86,41923,finished,direct,4/1/2019,54,Male,84.6,TN
98d85,41a37,finished,direct,4/3/2019,35,Female,86.36,TX
6811e,41df0,finished,google,4/15/2019,40,Female,125.56,OK
5113a,4.1E+72,finished,google,3/31/2019,33,Male,77.88,FL
b883e,41f23,finished,others,4/29/2019,19,Male,75.9,CA
73dc4,41f92,finished,others,3/7/2019,31,Female,54.05,CA
f8b5f,41fee,finished,google,3/3/2019,21,Male,71.12,TX
039fa,4207f,finished,google,1/21/2019,43,Female,98.9,CA
890ad,42273,finished,direct,1/9/2019,28,Male,68.62,OK
d68ea,422c0,finished,direct,4/2/2019,52,Female,99.28,OK
cfd5c,4241d,cancelled,others,2/27/2019,50,Male,93.44,OK
efc9b,4242f,finished,google,5/6/2019,24,Female,79.2,FL
455000,42430,finished,direct,3/16/2019,51,Female,81.76,OK
fa72f,4247d,cancelled,others,3/13/2019,41,Male,87.91,NJ
23c07,425c6,finished,others,5/5/2019,28,Female,95.36,NJ
9d7f4,428b9,finished,others,2/2/2019,49,Female,121.26,TN
d8158,42905,finished,direct,4/14/2019,49,Female,82.96,GA
024da,429fc,cancelled,direct,12/17/2018,42,Male,62.16,LA
80bd6,42a0a,cancelled,direct,1/18/2019,56,Male,68.62,OK
8deac,42a3b,cancelled,direct,3/14/2019,36,Female,67.71,LA
7d47b,42b65,finished,google,4/4/2019,58,Female,79.73,NM
40105,42d85,finished,google,3/24/2019,57,Male,95.88,TN
8341e,42f29,finished,direct,4/2/2019,33,Male,89.06,OK
ed6b9,42f2f,cancelled,others,4/5/2019,20,Female,109.22,TX
98f7d,4317a,finished,google,4/7/2019,32,Female,69.02,NM
a8fe0,4310000000,finished,others,4/29/2019,21,Male,74.37,LA
8dc43,433df,finished,direct,12/22/2018,34,Female,86.14,OK
539b6,434c1,finished,google,3/3/2019,57,Male,76.16,NM
b8d00,4371b,cancelled,social,4/16/2019,53,Female,79.73,NM
7f19c,437f5,finished,direct,3/29/2019,51,Female,69,CA
9d3ee,43828,cancelled,google,4/27/2019,31,Female,78.2,CA
4e2cc,43862,finished,direct,3/30/2019,55,Female,66.6,LA
07dd1,438f3,finished,direct,3/23/2019,23,Female,94.47,TN
b99e3,4397e,finished,direct,3/31/2019,24,Female,109.22,TX
42de2,43a44,finished,google,5/3/2019,22,Male,78.54,NM
64651,43aaa,finished,google,2/16/2019,45,Female,82.96,GA
dca66,43ce0,finished,direct,4/29/2019,58,Female,86.42,NJ
58eca,4.3E+68,finished,direct,4/14/2019,24,Female,69.85,TX
8036c,4.3E+84,finished,google,1/22/2019,34,Male,73.2,GA
94ba3,442a3,finished,others,3/25/2019,56,Male,69.85,TX
10131,443c0,finished,direct,3/22/2019,46,Male,76.56,FL
9b9f2,4440e,finished,direct,4/13/2019,51,Male,76.16,NM
f5e5c,444ee,cancelled,direct,2/2/2019,44,Male,87.6,OK
36078,44750,finished,social,4/5/2019,26,Male,75.48,LA
a029b,44760,finished,direct,4/28/2019,46,Male,109.98,TN
50b94,44928,cancelled,others,4/17/2019,19,Male,78.54,NM
37a01,44937,finished,direct,4/21/2019,54,Male,67.85,CA
98d28,4493e,finished,social,3/24/2019,19,Male,68.62,OK
eedea,449b8,finished,social,4/17/2019,20,Female,67.71,LA
8189a,44a16,cancelled,google,12/15/2018,31,Male,55.5,LA
f48b2,44a42,finished,others,2/9/2019,23,Female,86.01,TN
c36ac,44b33,finished,direct,3/28/2019,29,Male,116.22,NJ
7600,44b3d,finished,social,5/3/2019,25,Male,70.21,NM
d291e,44bb8,finished,direct,3/13/2019,51,Male,87.6,OK
e2949,44c7b,finished,others,1/25/2019,41,Male,97.82,OK
905c6,44cc5,finished,social,5/10/2019,45,Male,81.28,TX
e58ed,44d48,finished,google,1/25/2019,51,Female,76.2,TX
7dd3c,44d4b,cancelled,google,4/26/2019,40,Male,79.73,NM
d59aa,44ea9,finished,direct,4/3/2019,54,Female,71.4,NM
c955c,44fd6,finished,others,2/4/2019,56,Female,73.2,GA
22723,4512a,finished,google,3/25/2019,44,Female,104.52,TN
3ab8d,45203,finished,google,2/14/2019,47,Male,113.88,OK
5bea5,4528b,cancelled,direct,2/24/2019,32,Female,87.91,NJ
29fc8,452fc,finished,social,3/31/2019,32,Male,71.12,TX
78d09,4546e,finished,google,11/27/2018,30,Male,107.28,NJ
70cc3,455db,finished,google,5/12/2019,46,Male,70.15,CA
eac74,45a27,finished,direct,1/9/2019,38,Male,98.34,NJ
c0332,45b3c,finished,direct,4/12/2019,21,Male,93.06,TN
85cab,45b52,finished,direct,4/6/2019,53,Male,65.45,NM
936ba,45c55,cancelled,direct,12/13/2018,35,Male,70.03,NJ
8c7b0,45d07,finished,google,5/15/2019,23,Male,102.96,FL
66d60,46101,finished,google,5/13/2019,42,Female,76.2,TX
898bd,4618d,finished,social,4/8/2019,31,Female,70.03,NJ
f4922,4629c,finished,others,2/24/2019,44,Female,69.85,TX
3e511,46479,finished,direct,1/5/2019,30,Female,86.36,TX
78b5c,466d7,finished,direct,3/16/2019,35,Female,73.32,TN
76ff5,4672e,finished,google,5/10/2019,57,Female,71.04,LA
1f013,4679d,cancelled,others,2/25/2019,31,Female,78.96,TN
6f889,46800,finished,google,5/6/2019,51,Male,80.52,FL
9f06e,46b15,finished,google,5/10/2019,46,Male,89.76,FL
86796,4.6E+94,finished,direct,2/25/2019,52,Male,98.9,CA
f247c,46ed7,cancelled,direct,3/16/2019,20,Female,81.76,OK
c3f66,46ef4,finished,direct,2/4/2019,39,Male,71.4,NM
c1a44,470cc,finished,social,4/23/2019,50,Male,66.64,NM
b8aa2,4730b,finished,others,4/11/2019,24,Female,67.71,LA
60c58,47563,finished,social,5/1/2019,38,Female,71.98,GA
fff39,4763d,finished,google,4/19/2019,58,Female,70.21,NM
b409e,47643,finished,direct,2/27/2019,28,Female,89.4,NJ
28a18,47678,finished,social,3/29/2019,41,Female,73,OK
98f74,47700,finished,others,2/13/2019,22,Male,66.6,LA
c406b,47787,finished,google,5/16/2019,39,Male,90.48,TN
7dbdc,47794,finished,social,4/24/2019,25,Female,74.37,LA
7de7c,47911,finished,others,2/26/2019,52,Male,134.16,TN
f681c,47a33,finished,direct,3/23/2019,57,Female,99.06,TX
3b59a,47b4a,cancelled,direct,4/28/2019,21,Male,68.32,GA
0439c,47b6d,finished,social,5/13/2019,28,Female,93.44,OK
5bea5,47bdb,cancelled,direct,2/24/2019,32,Female,87.91,NJ
b0dfb,47c06,finished,social,4/15/2019,26,Male,81.74,GA
a4357,47c52,finished,google,4/28/2019,51,Female,113.88,OK
912b4,47ca6,finished,others,5/7/2019,24,Male,87.12,FL
acb49,47cfd,finished,direct,12/7/2018,56,Female,66,FL
d87ae,48146,cancelled,direct,4/21/2019,34,Female,73.66,TX
4e7ad,481ca,finished,direct,1/28/2019,45,Male,89.76,FL
32c3b,481f5,finished,others,1/4/2019,35,Male,98.9,CA
69967,482ac,finished,google,4/6/2019,33,Male,102.34,NM
f772f,482b4,finished,direct,4/17/2019,42,Female,77.47,TX
1d25f,48572,finished,social,3/28/2019,31,Female,90.24,TN
1ca0e,485ce,cancelled,others,3/25/2019,34,Female,66.64,NM
23650,485000,finished,direct,3/30/2019,29,Male,82.96,GA
f54dd,4865c,finished,direct,3/27/2019,43,Male,96.36,OK
4d8cd,486,finished,social,4/13/2019,43,Male,87.91,NJ
fce2c,4860,finished,others,3/15/2019,46,Female,128.14,NJ
e2ebd,48915,finished,direct,1/23/2019,37,Female,87.6,OK
dfbf6,48933,finished,others,2/4/2019,19,Female,67.71,LA
ddadc,48995,finished,google,5/7/2019,39,Male,99.84,TN
58da7,48cfa,cancelled,direct,4/19/2019,36,Female,102.96,FL
69403,48ddd,finished,others,3/6/2019,35,Female,78.08,GA
e5aa7,48e0f,finished,direct,1/17/2019,45,Female,72.6,FL
5987b,48ea8,finished,google,3/12/2019,56,Male,95.16,TN
18f49,4918f,finished,others,3/5/2019,24,Male,93.06,TN
b0711,492d3,finished,google,1/7/2019,22,Female,102.34,NM
2f455,4931d,finished,direct,5/10/2019,40,Female,67.71,LA
2d2e3,493bf,finished,direct,4/27/2019,48,Male,73.32,TN
d066a,49521,finished,direct,3/18/2019,44,Male,68.62,OK
6d615,4956c,finished,social,4/19/2019,28,Male,74.42,GA
e40fb,4967b,finished,direct,4/23/2019,58,Female,87.12,FL
1a5fb,49754,finished,google,2/27/2019,25,Female,73.26,LA
99b57,4975c,finished,direct,2/27/2019,54,Male,66,FL
21652,4977e,finished,google,3/16/2019,41,Male,102.96,FL
70eac,498b2,finished,google,3/14/2019,48,Female,87.6,OK
0271f,49965,finished,google,2/4/2019,34,Male,61,GA
7fc0c,499b1,finished,social,3/24/2019,28,Female,94.47,TN
441d1,499be,cancelled,social,4/12/2019,56,Female,77.88,FL
d2ed3,49ac5,finished,google,1/21/2019,55,Male,99.06,TX
3f095,49d47,cancelled,others,4/29/2019,22,Male,105.12,OK
dd0f3,4.9E+90,finished,google,4/8/2019,25,Male,55.5,LA
d952c,4a286,finished,social,4/20/2019,55,Male,85.68,NM
a3838,4a2f5,finished,others,3/12/2019,41,Female,86.42,NJ
d48d3,4a34c,finished,direct,12/22/2018,46,Female,78.2,CA
83fd0,4a467,finished,social,4/30/2019,24,Female,90.48,TN
4.9E+98,4a5ad,finished,direct,4/12/2019,32,Male,134.16,TN
22f02,4a684,finished,social,4/16/2019,35,Female,83.19,TN
bc8e8,4a880,cancelled,direct,2/14/2019,36,Male,86.42,NJ
1367,4a898,finished,others,4/29/2019,49,Female,78.54,NM
eff12,4a953,finished,google,3/20/2019,48,Female,72.59,NM
ef31d,4aa86,finished,others,1/13/2019,42,Male,74.93,TX
693fb,4aaa8,finished,others,3/27/2019,58,Male,86.36,TX
edddb,4aae0,finished,others,2/1/2019,31,Male,104.52,TN
3fb44,4ab2d,finished,others,3/14/2019,56,Male,95.88,TN
efa28,4ac90,finished,google,3/21/2019,58,Male,83.19,TN
cf912,4acfc,finished,direct,3/28/2019,51,Female,84.6,TN
735eb,4ae7c,finished,others,4/16/2019,48,Male,69.02,NM
88060,4ae88,finished,direct,3/15/2019,33,Female,73,OK
08a45,4ae92,finished,direct,2/18/2019,34,Female,52.17,LA
98939,4afe3,finished,direct,4/16/2019,32,Male,66.7,CA
d2536,4b028,finished,direct,5/3/2019,31,Female,70.03,NJ
87ddf,4b06f,finished,direct,5/14/2019,47,Male,83.82,TX
f0352,4b118,finished,direct,3/6/2019,19,Female,78.08,GA
f0cea,4b1d3,finished,social,4/22/2019,33,Female,87.36,TN
6a158,4b1ec,cancelled,google,1/30/2019,47,Female,80.3,OK
f9f37,4b22b,cancelled,direct,3/2/2019,42,Male,80.52,GA
74177,4b26b,finished,direct,3/6/2019,22,Male,97.82,OK
ad164,4b5ae,finished,social,4/20/2019,40,Female,83.19,TN
ce413,4b686,finished,direct,4/11/2019,31,Female,87.91,NJ
95a2c,4b796,finished,direct,3/17/2019,33,Male,78.96,TN
6f261,4b8f6,finished,social,5/12/2019,20,Female,61.05,LA
642f7,4b977,finished,social,5/13/2019,30,Male,65.45,NM
260f2,4ba34,finished,google,1/20/2019,41,Female,92.04,TN
3e3b2,4bbe6,cancelled,others,4/3/2019,58,Male,78,TN
c235a,4bc12,finished,social,4/13/2019,30,Female,99.28,OK
48543,4bc15,cancelled,others,2/1/2019,51,Male,67.1,GA
ab931,4bc25,finished,direct,12/22/2018,24,Male,72.6,FL
18993,4bc3d,cancelled,google,4/27/2019,48,Male,73.26,LA
435d7,4bd19,finished,others,3/6/2019,26,Male,66.64,NM
41f7a,4bd5a,finished,direct,2/25/2019,36,Male,74.93,TX
9c0d1,4bd99,finished,google,5/6/2019,22,Female,80.3,OK
7e29a,4be73,finished,direct,1/21/2019,35,Male,81.95,NJ
4c7e0,4bf3f,finished,google,3/8/2019,22,Male,116.22,NJ
53cd8,4bf4e,cancelled,direct,12/19/2018,57,Female,95.16,GA
5d2c2,4bf8e,finished,direct,4/24/2019,48,Female,87.84,GA
0f2f1,4bfd0,finished,social,4/16/2019,45,Female,87.6,OK
b86e1,4c02a,finished,google,2/11/2019,22,Female,72.59,NM
2bd9b,4c094,finished,direct,2/25/2019,39,Female,65.49,LA
3f08c,4c10e,cancelled,direct,11/21/2018,23,Male,90.24,TN
261f9,4c1c3,cancelled,direct,3/17/2019,22,Female,93.44,OK
7622e,4c31d,finished,google,5/8/2019,28,Male,66.6,LA
ac20b,4c3f0,finished,social,3/23/2019,47,Female,63.25,CA
b7756,4c510,finished,others,2/23/2019,51,Male,95.04,FL
4eb14,4c572,finished,social,4/1/2019,25,Female,73.32,TN
6748a,4c65a,finished,google,4/12/2019,55,Female,52.17,LA
4199a,4c6fe,finished,social,4/7/2019,49,Male,63.25,CA
18031,4c7f5,finished,others,3/4/2019,34,Female,77.55,TN
6f23e,4c813,finished,direct,3/5/2019,42,Female,88.44,FL
cccdf,4c8b7,finished,direct,1/4/2019,55,Female,99.28,OK
2c075,4c912,finished,social,4/22/2019,27,Male,80.52,FL
262ff,4c92f,finished,social,3/31/2019,31,Female,95.46,LA
ab689,4c988,finished,google,4/19/2019,44,Female,59.5,NM
95e9c,4cc2f,finished,direct,2/26/2019,27,Male,81.95,NJ
d0cff,4ccfc,finished,google,2/10/2019,22,Male,64.38,LA
76afe,4cdae,finished,direct,4/5/2019,32,Female,109.22,TX
1d5b9,4ce13,finished,google,1/24/2019,45,Male,72.59,NM
517,4ce58,finished,google,5/6/2019,27,Female,102.96,FL
c58bf,4ce6b,cancelled,google,5/7/2019,33,Female,90.48,TN
93707,4d0fc,cancelled,others,2/1/2019,49,Female,96.36,OK
d3283,4d158,finished,direct,3/15/2019,20,Female,88.44,FL
d1a16,4d17f,finished,direct,12/22/2018,28,Male,84.68,OK
0df33,4d1ed,finished,others,3/24/2019,19,Male,76.16,NM
4d67b,4d281,cancelled,others,4/29/2019,52,Male,81.76,OK
c239e,4d3cf,finished,google,4/8/2019,50,Female,55.93,NM
50873,4d4dd,finished,google,4/29/2019,40,Female,82.8,CA
cfd56,4d6cf,cancelled,google,4/22/2019,28,Female,78.96,TN
5c46c,4d754,finished,google,2/6/2019,50,Male,121.68,TN
1cef4,4d779,finished,others,1/14/2019,57,Male,65.45,NM
03d22,4d831,finished,google,4/19/2019,56,Female,72.6,FL
26260,4dbe3,finished,google,1/22/2019,40,Male,62.04,FL
765b3,4dcdf,finished,google,1/21/2019,31,Female,121.68,TN
9a043,4deaf,finished,others,3/8/2019,20,Male,101.52,TN
ef31d,4df07,finished,direct,12/22/2018,42,Male,74.93,TX
bc763,4df93,finished,others,4/2/2019,55,Female,78.08,GA
3b59a,4e03e,cancelled,direct,4/28/2019,21,Male,68.32,GA
8c8d1,4e08d,finished,direct,2/7/2019,26,Female,128.14,NJ
a4d70,4E+243,cancelled,google,1/12/2019,23,Male,89.76,FL
e4bad,4E+274,finished,direct,1/31/2019,39,Male,71.4,NM
b9339,4e35d,finished,social,4/8/2019,58,Male,76.16,NM
c12c3,4e387,finished,direct,2/15/2019,50,Female,83.44,NJ
5b8bd,4e447,finished,social,4/5/2019,57,Female,69.85,TX
a37bf,4e498,finished,others,4/12/2019,39,Male,106.08,TN
afa06,4e54c,finished,direct,2/1/2019,30,Female,86.42,NJ
e5380,4e5c2,finished,social,3/5/2019,58,Male,81.76,OK
8048d,4e63c,finished,direct,3/22/2019,37,Female,80.3,OK
0c3e6,4e71d,finished,direct,3/29/2019,55,Male,73.92,FL
0c7cc,4e7ae,finished,direct,4/20/2019,55,Male,71.12,TX
ed3fc,4e9ec,finished,direct,1/8/2019,47,Female,73.32,TN
7c559,4eb82,finished,google,4/7/2019,31,Female,112.32,TN
4f2c5,4ec45,cancelled,google,1/21/2019,49,Male,99.06,TX
e1d07,4ed3b,finished,social,5/3/2019,52,Female,65.45,NM
f54ef,4eed3,finished,social,5/15/2019,55,Male,89.06,OK
0f7c3,4ef9e,finished,social,5/13/2019,19,Male,55.5,LA
56255,4f019,finished,others,5/16/2019,45,Male,105.12,OK
48b38,4f0a6,finished,social,4/28/2019,41,Female,83.44,NJ
f75eb,4f12b,finished,others,4/15/2019,31,Female,87.6,OK
b8aa2,4f29f,finished,google,4/2/2019,24,Female,67.71,LA
1d0c2,4f48d,finished,others,3/31/2019,23,Male,67.85,CA
7163,4f5ab,finished,direct,3/11/2019,56,Male,96.36,OK
3de59,4f669,finished,direct,2/8/2019,44,Female,69.02,NM
d135e,4f8a3,finished,direct,2/26/2019,49,Male,76.56,FL
9d269,4f8ad,finished,google,3/7/2019,25,Male,62.16,LA
7a21d,4f8b8,finished,social,4/17/2019,47,Male,77.88,FL
e29cf,4f8c3,finished,google,4/28/2019,40,Female,92.82,NM
2d627,4f8e8,finished,others,3/17/2019,50,Male,85.68,NM
e2930,4fa7a,cancelled,others,4/17/2019,38,Female,54.05,CA
294aa,4fab3,finished,social,4/7/2019,22,Male,80.3,OK
7e6a0,4fb2e,finished,others,2/24/2019,42,Female,71.12,TX
181bc,4fd16,cancelled,direct,1/24/2019,53,Male,109.98,TN
12806,39482,finished,direct,3/30/2019,53,Female,86.14,OK
17b79,4febf,finished,social,4/11/2019,30,Male,89.4,NJ
a8b33,4ff1c,finished,google,5/7/2019,49,Female,104.92,GA
c8f36,4ffb6,cancelled,others,4/16/2019,42,Female,83.44,NJ
f9018,500bb,finished,social,4/16/2019,25,Male,87.6,OK
ba182,5000000000,finished,google,3/3/2019,26,Male,70.15,CA
2492f,5015a,finished,others,1/31/2019,43,Female,77.05,CA
e1154,501c5,finished,google,4/25/2019,37,Female,78.54,NM
d110e,50239,finished,social,4/15/2019,34,Female,57.5,CA
c00e7,5027e,finished,direct,3/16/2019,27,Male,78.2,CA
2b340,5028e,finished,social,1/20/2019,25,Female,54.05,CA
9cfce,50305,finished,others,1/5/2019,44,Female,59.5,NM
67ab6,50333,finished,google,5/6/2019,54,Male,67.71,LA
c1102,50411,finished,others,3/19/2019,47,Male,81.78,TN
3e47c,50473,finished,social,5/14/2019,54,Female,66.64,NM
7aecc,505de,finished,others,5/1/2019,22,Male,71.12,TX
7b3cf,5061e,cancelled,google,4/24/2019,28,Female,82.96,GA
82899,5063b,cancelled,others,2/28/2019,30,Female,85.8,TN
8162b,5072b,finished,direct,2/28/2019,35,Female,84.6,TN
a7d14,507cc,finished,others,4/22/2019,40,Female,55.93,NM
1.2E+76,509ff,finished,direct,5/14/2019,50,Female,52.17,LA
229d4,50a89,finished,direct,3/17/2019,19,Male,59.69,TX
fb557,50b24,finished,google,1/16/2019,41,Female,77.05,CA
